"","X1","Provincie","Jaar_Kwartaal","Aantal_vacatures","Poep","Aantal_keren_stront_in_pot"
"1176",1176,NA,NA,NA,NA,NA
"1177",1177,"Flevoland","2017 Q4",47,"7",47
"1178",1178,"Flevoland","2016 Q1",39,"7",39
"1179",1179,"Flevoland","2016 Q4",38,"7",38
"1180",1180,NA,NA,NA,NA,NA
"1181",1181,"Flevoland","2016 Q3",30,"7",30
"1182",1182,NA,NA,NA,NA,NA
"1183",1183,NA,NA,NA,NA,NA
"1184",1184,"Zuid Holland","2017 Q4",961,"3",961
"1185",1185,"Zuid Holland","2017 Q2",854,"3",854
"1186",1186,"Zuid Holland","2017 Q1",738,"3",738
"1187",1187,"Zuid Holland","2017 Q3",715,"3",715
"1188",1188,"Zuid Holland","2016 Q4",692,"3",692
"1189",1189,NA,NA,NA,NA,NA
"1190",1190,"Zuid Holland","2016 Q3",502,"3",502
"1191",1191,"Zuid Holland","2016 Q2",421,"3",421
"1192",1192,"Zuid Holland","2016 Q1",412,"3",412
"1193",1193,NA,NA,NA,NA,NA
"1194",1194,NA,NA,NA,NA,NA
"1195",1195,NA,NA,NA,NA,NA
"1196",1196,NA,NA,NA,NA,NA
"1197",1197,"Noord Holland","2017 Q4",734,"3",734
"1198",1198,"Noord Holland","2017 Q1",648,"3",648
"1199",1199,"Noord Holland","2017 Q2",647,"3",647
"1200",1200,NA,NA,NA,NA,NA
"1201",1201,"Noord Holland","2017 Q3",509,"3",509
"1202",1202,"Noord Holland","2016 Q4",478,"3",478
"1203",1203,"Noord Holland","2016 Q2",299,"3",299
"1204",1204,"Noord Holland","2016 Q1",246,"3",246
"1205",1205,"Noord Holland","2016 Q3",218,"3",218
"1206",1206,NA,NA,NA,NA,NA
"1207",1207,NA,NA,NA,NA,NA
"1208",1208,NA,NA,NA,NA,NA
"1209",1209,NA,NA,NA,NA,NA
"1210",1210,"Onbekend","2017 Q4",399,"3",399
"1211",1211,"Onbekend","2017 Q2",259,"3",259
"1212",1212,"Onbekend","2016 Q4",236,"3",236
"1213",1213,NA,NA,NA,NA,NA
"1214",1214,"Onbekend","2017 Q1",214,"3",214
"1215",1215,"Onbekend","2017 Q3",187,"3",187
"1216",1216,"Onbekend","2016 Q2",145,"3",145
"1217",1217,NA,NA,NA,NA,NA
"1218",1218,"Onbekend","2016 Q1",115,"3",115
"1219",1219,"Onbekend","2016 Q3",113,"3",113
"1220",1220,NA,NA,NA,NA,NA
"1221",1221,NA,NA,NA,NA,NA
"1222",1222,NA,NA,NA,NA,NA
"1223",1223,"Utrecht","2017 Q4",267,"3",267
"1224",1224,"Utrecht","2017 Q2",242,"3",242
"1225",1225,NA,NA,NA,NA,NA
"1226",1226,"Utrecht","2017 Q1",182,"3",182
"1227",1227,"Utrecht","2016 Q4",173,"3",173
"1228",1228,"Utrecht","2017 Q3",154,"3",154
"1229",1229,"Utrecht","2016 Q2",89,"3",89
"1230",1230,"Utrecht","2016 Q1",84,"3",84
"1231",1231,NA,NA,NA,NA,NA
"1232",1232,NA,NA,NA,NA,NA
"1233",1233,"Utrecht","2016 Q3",71,"3",71
"1234",1234,NA,NA,NA,NA,NA
"1235",1235,NA,NA,NA,NA,NA
"1236",1236,"Gelderland","2017 Q2",162,"3",162
"1237",1237,"Gelderland","2017 Q4",161,"3",161
"1238",1238,"Gelderland","2017 Q1",138,"3",138
"1239",1239,"Gelderland","2016 Q4",125,"3",125
"1240",1240,NA,NA,NA,NA,NA
"1241",1241,"Gelderland","2016 Q2",97,"3",97
"1242",1242,"Gelderland","2016 Q1",81,"3",81
"1243",1243,NA,NA,NA,NA,NA
"1244",1244,"Gelderland","2017 Q3",77,"3",77
"1245",1245,NA,NA,NA,NA,NA
"1246",1246,"Gelderland","2016 Q3",58,"3",58
"1247",1247,NA,NA,NA,NA,NA
"1248",1248,NA,NA,NA,NA,NA
"1249",1249,"Noord Brabant","2017 Q4",182,"3",182
"1250",1250,"Noord Brabant","2017 Q2",153,"3",153
"1251",1251,"Noord Brabant","2016 Q4",125,"3",125
"1252",1252,"Noord Brabant","2017 Q1",124,"3",124
"1253",1253,"Noord Brabant","2017 Q3",119,"3",119
"1254",1254,NA,NA,NA,NA,NA
"1255",1255,"Noord Brabant","2016 Q2",81,"3",81
"1256",1256,"Noord Brabant","2016 Q3",81,"3",81
"1257",1257,NA,NA,NA,NA,NA
"1258",1258,NA,NA,NA,NA,NA
"1259",1259,"Noord Brabant","2016 Q1",47,"3",47
"1260",1260,NA,NA,NA,NA,NA
"1261",1261,NA,NA,NA,NA,NA
"1262",1262,"Flevoland","2017 Q4",101,"3",101
"1263",1263,"Flevoland","2017 Q1",79,"3",79
"1264",1264,"Flevoland","2017 Q3",79,"3",79
"1265",1265,NA,NA,NA,NA,NA
"1266",1266,"Flevoland","2016 Q4",73,"3",73
"1267",1267,"Flevoland","2017 Q2",64,"3",64
"1268",1268,NA,NA,NA,NA,NA
"1269",1269,"Flevoland","2016 Q3",50,"3",50
"1270",1270,"Flevoland","2016 Q2",48,"3",48
"1271",1271,"Flevoland","2016 Q1",29,"3",29
"1272",1272,NA,NA,NA,NA,NA
"1273",1273,NA,NA,NA,NA,NA
"1274",1274,NA,NA,NA,NA,NA
"1275",1275,"Overijssel","2017 Q4",100,"3",100
"1276",1276,NA,NA,NA,NA,NA
"1277",1277,"Overijssel","2017 Q1",58,"3",58
"1278",1278,"Overijssel","2016 Q4",48,"3",48
"1279",1279,"Overijssel","2016 Q3",41,"3",41
"1280",1280,"Overijssel","2016 Q2",39,"3",39
"1281",1281,"Overijssel","2017 Q2",39,"3",39
"1282",1282,NA,NA,NA,NA,NA
"1283",1283,"Overijssel","2016 Q1",28,"3",28
"1284",1284,"Overijssel","2017 Q3",27,"3",27
"1285",1285,NA,NA,NA,NA,NA
"1286",1286,NA,NA,NA,NA,NA
"1287",1287,NA,NA,NA,NA,NA
"1288",1288,"Groningen","2017 Q2",43,"3",43
"1289",1289,"Groningen","2016 Q4",33,"3",33
"1290",1290,NA,NA,NA,NA,NA
"1291",1291,"Groningen","2017 Q1",32,"3",32
"1292",1292,"Groningen","2017 Q4",32,"3",32
"1293",1293,"Groningen","2016 Q3",26,"3",26
"1294",1294,"Groningen","2016 Q2",18,"3",18
"1295",1295,"Groningen","2016 Q1",17,"3",17
"1296",1296,NA,NA,NA,NA,NA
"1297",1297,NA,NA,NA,NA,NA
"1298",1298,NA,NA,NA,NA,NA
"1299",1299,"Groningen","2017 Q3",8,"3",8
"1300",1300,NA,NA,NA,NA,NA
"1301",1301,"Friesland","2017 Q4",51,"3",51
"1302",1302,NA,NA,NA,NA,NA
"1303",1303,"Friesland","2016 Q4",28,"3",28
"1304",1304,"Friesland","2017 Q2",24,"3",24
"1305",1305,"Friesland","2016 Q3",18,"3",18
"1306",1306,"Friesland","2017 Q1",17,"3",17
"1307",1307,"Friesland","2017 Q3",15,"3",15
"1308",1308,"Friesland","2016 Q1",14,"3",14
"1309",1309,"Friesland","2016 Q2",14,"3",14
"1310",1310,NA,NA,NA,NA,NA
"1311",1311,NA,NA,NA,NA,NA
"1312",1312,NA,NA,NA,NA,NA
"1313",1313,NA,NA,NA,NA,NA
"1314",1314,"Limburg","2017 Q4",34,"3",34
"1315",1315,NA,NA,NA,NA,NA
"1316",1316,"Limburg","2016 Q4",24,"3",24
"1317",1317,"Limburg","2017 Q1",20,"3",20
"1318",1318,"Limburg","2016 Q2",18,"3",18
"1319",1319,"Limburg","2016 Q3",18,"3",18
"1320",1320,"Limburg","2017 Q2",18,"3",18
"1321",1321,NA,NA,NA,NA,NA
"1322",1322,"Limburg","2017 Q3",13,"3",13
"1323",1323,"Limburg","2016 Q1",11,"3",11
"1324",1324,NA,NA,NA,NA,NA
"1325",1325,NA,NA,NA,NA,NA
"1326",1326,NA,NA,NA,NA,NA
"1327",1327,"Zeeland","2017 Q2",33,"3",33
"1328",1328,"Zeeland","2016 Q4",28,"3",28
"1329",1329,"Zeeland","2017 Q4",28,"3",28
"1330",1330,"Zeeland","2017 Q1",19,"3",19
"1331",1331,NA,NA,NA,NA,NA
"1332",1332,"Zeeland","2016 Q1",16,"3",16
"1333",1333,"Zeeland","2016 Q2",16,"3",16
"1334",1334,"Zeeland","2017 Q3",11,"3",11
"1335",1335,NA,NA,NA,NA,NA
"1336",1336,"Zeeland","2016 Q3",6,"3",6
"1337",1337,NA,NA,NA,NA,NA
"1338",1338,NA,NA,NA,NA,NA
"1339",1339,NA,NA,NA,NA,NA
"1340",1340,"Drenthe","2017 Q2",27,"3",27
"1341",1341,"Drenthe","2017 Q4",23,"3",23
"1342",1342,"Drenthe","2016 Q4",22,"3",22
"1343",1343,"Drenthe","2016 Q2",13,"3",13
"1344",1344,"Drenthe","2017 Q1",13,"3",13
"1345",1345,NA,NA,NA,NA,NA
"1346",1346,NA,NA,NA,NA,NA
"1347",1347,"Drenthe","2016 Q1",5,"3",5
"1348",1348,"Drenthe","2017 Q3",5,"3",5
"1349",1349,NA,NA,NA,NA,NA
"1350",1350,NA,NA,NA,NA,NA
"1351",1351,"Drenthe","2016 Q3",0,"3",0
"1352",1352,"Noord Holland","2017 Q4",520,"16",520
"1353",1353,"Noord Holland","2017 Q2",491,"16",491
"1354",1354,"Noord Holland","2017 Q3",417,"16",417
"1355",1355,"Noord Holland","2017 Q1",404,"16",404
"1356",1356,"Noord Holland","2016 Q2",386,"16",386
"1357",1357,"Noord Holland","2016 Q3",366,"16",366
"1358",1358,NA,NA,NA,NA,NA
"1359",1359,NA,NA,NA,NA,NA
"1360",1360,"Noord Holland","2016 Q4",300,"16",300
"1361",1361,"Noord Holland","2016 Q1",265,"16",265
"1362",1362,NA,NA,NA,NA,NA
"1363",1363,NA,NA,NA,NA,NA
"1364",1364,NA,NA,NA,NA,NA
"1365",1365,"Zuid Holland","2017 Q4",335,"16",335
"1366",1366,"Zuid Holland","2017 Q2",284,"16",284
"1367",1367,"Zuid Holland","2017 Q1",280,"16",280
"1368",1368,"Zuid Holland","2016 Q2",247,"16",247
"1369",1369,NA,NA,NA,NA,NA
"1370",1370,"Zuid Holland","2017 Q3",242,"16",242
"1371",1371,"Zuid Holland","2016 Q4",233,"16",233
"1372",1372,"Zuid Holland","2016 Q3",226,"16",226
"1373",1373,NA,NA,NA,NA,NA
"1374",1374,NA,NA,NA,NA,NA
"1375",1375,"Zuid Holland","2016 Q1",185,"16",185
"1376",1376,NA,NA,NA,NA,NA
"1377",1377,NA,NA,NA,NA,NA
"1378",1378,"Noord Brabant","2017 Q4",322,"16",322
"1379",1379,"Noord Brabant","2017 Q2",255,"16",255
"1380",1380,"Noord Brabant","2017 Q3",230,"16",230
"1381",1381,"Noord Brabant","2017 Q1",223,"16",223
"1382",1382,NA,NA,NA,NA,NA
"1383",1383,"Noord Brabant","2016 Q4",202,"16",202
"1384",1384,"Noord Brabant","2016 Q2",201,"16",201
"1385",1385,NA,NA,NA,NA,NA
"1386",1386,"Noord Brabant","2016 Q3",177,"16",177
"1387",1387,NA,NA,NA,NA,NA
"1388",1388,"Noord Brabant","2016 Q1",107,"16",107
"1389",1389,NA,NA,NA,NA,NA
"1390",1390,NA,NA,NA,NA,NA
"1391",1391,"Onbekend","2017 Q3",233,"16",233
"1392",1392,"Onbekend","2017 Q4",222,"16",222
"1393",1393,NA,NA,NA,NA,NA
"1394",1394,"Onbekend","2016 Q2",214,"16",214
"1395",1395,"Onbekend","2016 Q1",204,"16",204
"1396",1396,"Onbekend","2017 Q2",203,"16",203
"1397",1397,"Onbekend","2017 Q1",179,"16",179
"1398",1398,NA,NA,NA,NA,NA
"1399",1399,"Onbekend","2016 Q3",173,"16",173
"1400",1400,NA,NA,NA,NA,NA
"1401",1401,"Onbekend","2016 Q4",144,"16",144
"1402",1402,NA,NA,NA,NA,NA
"1403",1403,NA,NA,NA,NA,NA
"1404",1404,"Utrecht","2017 Q2",192,"16",192
"1405",1405,"Utrecht","2017 Q4",192,"16",192
"1406",1406,"Utrecht","2017 Q3",191,"16",191
"1407",1407,"Utrecht","2017 Q1",173,"16",173
"1408",1408,"Utrecht","2016 Q4",145,"16",145
"1409",1409,NA,NA,NA,NA,NA
"1410",1410,"Utrecht","2016 Q3",137,"16",137
"1411",1411,"Utrecht","2016 Q2",131,"16",131
"1412",1412,NA,NA,NA,NA,NA
"1413",1413,NA,NA,NA,NA,NA
"1414",1414,NA,NA,NA,NA,NA
"1415",1415,"Utrecht","2016 Q1",109,"16",109
"1416",1416,NA,NA,NA,NA,NA
"1417",1417,"Gelderland","2017 Q2",189,"16",189
"1418",1418,"Gelderland","2016 Q2",171,"16",171
"1419",1419,"Gelderland","2017 Q4",158,"16",158
"1420",1420,"Gelderland","2016 Q1",134,"16",134
"1421",1421,"Gelderland","2017 Q3",131,"16",131
"1422",1422,"Gelderland","2016 Q3",122,"16",122
"1423",1423,"Gelderland","2017 Q1",122,"16",122
"1424",1424,"Gelderland","2016 Q4",118,"16",118
"1425",1425,NA,NA,NA,NA,NA
"1426",1426,NA,NA,NA,NA,NA
"1427",1427,NA,NA,NA,NA,NA
"1428",1428,NA,NA,NA,NA,NA
"1429",1429,NA,NA,NA,NA,NA
"1430",1430,"Limburg","2017 Q2",186,"16",186
"1431",1431,"Limburg","2017 Q1",148,"16",148
"1432",1432,"Limburg","2017 Q4",134,"16",134
"1433",1433,"Limburg","2017 Q3",113,"16",113
"1434",1434,NA,NA,NA,NA,NA
"1435",1435,"Limburg","2016 Q4",97,"16",97
"1436",1436,"Limburg","2016 Q2",92,"16",92
"1437",1437,"Limburg","2016 Q3",85,"16",85
"1438",1438,NA,NA,NA,NA,NA
"1439",1439,NA,NA,NA,NA,NA
"1440",1440,NA,NA,NA,NA,NA
"1441",1441,"Limburg","2016 Q1",42,"16",42
"1442",1442,NA,NA,NA,NA,NA
"1443",1443,"Overijssel","2017 Q2",99,"16",99
"1444",1444,"Overijssel","2017 Q4",78,"16",78
"1445",1445,"Overijssel","2016 Q2",66,"16",66
"1446",1446,NA,NA,NA,NA,NA
"1447",1447,"Overijssel","2017 Q1",60,"16",60
"1448",1448,"Overijssel","2016 Q4",56,"16",56
"1449",1449,NA,NA,NA,NA,NA
"1450",1450,"Overijssel","2017 Q3",53,"16",53
"1451",1451,"Overijssel","2016 Q1",49,"16",49
"1452",1452,"Overijssel","2016 Q3",48,"16",48
"1453",1453,NA,NA,NA,NA,NA
"1454",1454,NA,NA,NA,NA,NA
"1455",1455,NA,NA,NA,NA,NA
"1456",1456,"Groningen","2016 Q4",97,"16",97
"1457",1457,"Groningen","2017 Q2",84,"16",84
"1458",1458,"Groningen","2016 Q2",69,"16",69
"1459",1459,NA,NA,NA,NA,NA
"1460",1460,"Groningen","2016 Q3",60,"16",60
"1461",1461,"Groningen","2016 Q1",48,"16",48
"1462",1462,"Groningen","2017 Q4",47,"16",47
"1463",1463,NA,NA,NA,NA,NA
"1464",1464,"Groningen","2017 Q3",39,"16",39
"1465",1465,"Groningen","2017 Q1",37,"16",37
"1466",1466,NA,NA,NA,NA,NA
"1467",1467,NA,NA,NA,NA,NA
"1468",1468,NA,NA,NA,NA,NA
"1469",1469,"Zeeland","2017 Q1",66,"16",66
"1470",1470,"Zeeland","2017 Q4",66,"16",66
"1471",1471,"Zeeland","2017 Q2",53,"16",53
"1472",1472,NA,NA,NA,NA,NA
"1473",1473,"Zeeland","2017 Q3",44,"16",44
"1474",1474,NA,NA,NA,NA,NA
"1475",1475,"Zeeland","2016 Q2",36,"16",36
"1476",1476,"Zeeland","2016 Q3",36,"16",36
"1477",1477,"Zeeland","2016 Q1",33,"16",33
"1478",1478,NA,NA,NA,NA,NA
"1479",1479,"Zeeland","2016 Q4",25,"16",25
"1480",1480,NA,NA,NA,NA,NA
"1481",1481,NA,NA,NA,NA,NA
"1482",1482,"Flevoland","2017 Q2",83,"16",83
"1483",1483,"Flevoland","2017 Q1",44,"16",44
"1484",1484,"Flevoland","2017 Q4",42,"16",42
"1485",1485,"Flevoland","2017 Q3",38,"16",38
"1486",1486,NA,NA,NA,NA,NA
"1487",1487,"Flevoland","2016 Q3",32,"16",32
"1488",1488,"Flevoland","2016 Q4",31,"16",31
"1489",1489,"Flevoland","2016 Q2",25,"16",25
"1490",1490,"Flevoland","2016 Q1",21,"16",21
"1491",1491,NA,NA,NA,NA,NA
"1492",1492,NA,NA,NA,NA,NA
"1493",1493,NA,NA,NA,NA,NA
"1494",1494,NA,NA,NA,NA,NA
"1495",1495,"Friesland","2017 Q2",59,"16",59
"1496",1496,"Friesland","2016 Q2",42,"16",42
"1497",1497,"Friesland","2017 Q4",40,"16",40
"1498",1498,"Friesland","2017 Q1",38,"16",38
"1499",1499,"Friesland","2017 Q3",31,"16",31
"1500",1500,NA,NA,NA,NA,NA
"1501",1501,"Friesland","2016 Q3",28,"16",28
"1502",1502,NA,NA,NA,NA,NA
"1503",1503,"Friesland","2016 Q1",25,"16",25
"1504",1504,NA,NA,NA,NA,NA
"1505",1505,"Friesland","2016 Q4",21,"16",21
"1506",1506,NA,NA,NA,NA,NA
"1507",1507,NA,NA,NA,NA,NA
"1508",1508,"Drenthe","2017 Q2",46,"16",46
"1509",1509,"Drenthe","2017 Q1",43,"16",43
"1510",1510,"Drenthe","2016 Q2",35,"16",35
"1511",1511,"Drenthe","2016 Q3",25,"16",25
"1512",1512,"Drenthe","2017 Q4",25,"16",25
"1513",1513,"Drenthe","2017 Q3",22,"16",22
"1514",1514,"Drenthe","2016 Q4",18,"16",18
"1515",1515,NA,NA,NA,NA,NA
"1516",1516,NA,NA,NA,NA,NA
"1517",1517,NA,NA,NA,NA,NA
"1518",1518,NA,NA,NA,NA,NA
"1519",1519,"Drenthe","2016 Q1",8,"16",8
"1520",1520,NA,NA,NA,NA,NA
"1521",1521,"Zuid Holland","2017 Q1",372,"2",372
"1522",1522,"Zuid Holland","2017 Q4",365,"2",365
"1523",1523,"Zuid Holland","2017 Q2",346,"2",346
"1524",1524,"Zuid Holland","2016 Q3",318,"2",318
"1525",1525,"Zuid Holland","2016 Q2",314,"2",314
"1526",1526,"Zuid Holland","2016 Q4",309,"2",309
"1527",1527,"Zuid Holland","2017 Q3",287,"2",287
"1528",1528,"Zuid Holland","2016 Q1",281,"2",281
"1529",1529,NA,NA,NA,NA,NA
"1530",1530,NA,NA,NA,NA,NA
"1531",1531,NA,NA,NA,NA,NA
"1532",1532,NA,NA,NA,NA,NA
"1533",1533,NA,NA,NA,NA,NA
"1534",1534,"Noord Brabant","2017 Q2",337,"2",337
"1535",1535,"Noord Brabant","2016 Q4",329,"2",329
"1536",1536,"Noord Brabant","2017 Q1",317,"2",317
"1537",1537,"Noord Brabant","2017 Q3",277,"2",277
"1538",1538,"Noord Brabant","2016 Q1",275,"2",275
"1539",1539,"Noord Brabant","2016 Q2",272,"2",272
"1540",1540,"Noord Brabant","2016 Q3",259,"2",259
"1541",1541,"Noord Brabant","2017 Q4",249,"2",249
"1542",1542,NA,NA,NA,NA,NA
"1543",1543,NA,NA,NA,NA,NA
"1544",1544,NA,NA,NA,NA,NA
"1545",1545,NA,NA,NA,NA,NA
"1546",1546,NA,NA,NA,NA,NA
"1547",1547,"Noord Holland","2016 Q3",319,"2",319
"1548",1548,"Noord Holland","2017 Q2",310,"2",310
"1549",1549,"Noord Holland","2016 Q2",305,"2",305
"1550",1550,"Noord Holland","2017 Q1",283,"2",283
"1551",1551,NA,NA,NA,NA,NA
"1552",1552,"Noord Holland","2016 Q1",262,"2",262
"1553",1553,NA,NA,NA,NA,NA
"1554",1554,"Noord Holland","2017 Q4",239,"2",239
"1555",1555,"Noord Holland","2017 Q3",232,"2",232
"1556",1556,"Noord Holland","2016 Q4",227,"2",227
"1557",1557,NA,NA,NA,NA,NA
"1558",1558,NA,NA,NA,NA,NA
"1559",1559,NA,NA,NA,NA,NA
"1560",1560,"Onbekend","2017 Q4",251,"2",251
"1561",1561,"Onbekend","2017 Q3",250,"2",250
"1562",1562,"Onbekend","2017 Q2",237,"2",237
"1563",1563,"Onbekend","2017 Q1",227,"2",227
"1564",1564,NA,NA,NA,NA,NA
"1565",1565,NA,NA,NA,NA,NA
"1566",1566,NA,NA,NA,NA,NA
"1567",1567,"Onbekend","2016 Q1",195,"2",195
"1568",1568,"Onbekend","2016 Q2",178,"2",178
"1569",1569,"Onbekend","2016 Q3",160,"2",160
"1570",1570,"Onbekend","2016 Q4",150,"2",150
"1571",1571,NA,NA,NA,NA,NA
"1572",1572,NA,NA,NA,NA,NA
"1573",1573,"Utrecht","2017 Q1",188,"2",188
"1574",1574,NA,NA,NA,NA,NA
"1575",1575,NA,NA,NA,NA,NA
"1576",1576,NA,NA,NA,NA,NA
"1577",1577,"Utrecht","2017 Q2",165,"2",165
"1578",1578,"Utrecht","2016 Q3",164,"2",164
"1579",1579,"Utrecht","2016 Q2",156,"2",156
"1580",1580,"Utrecht","2017 Q3",148,"2",148
"1581",1581,"Utrecht","2017 Q4",148,"2",148
"1582",1582,"Utrecht","2016 Q4",146,"2",146
"1583",1583,"Utrecht","2016 Q1",106,"2",106
"1584",1584,NA,NA,NA,NA,NA
"1585",1585,NA,NA,NA,NA,NA
"1586",1586,"Gelderland","2017 Q2",204,"2",204
"1587",1587,"Gelderland","2017 Q1",176,"2",176
"1588",1588,"Gelderland","2017 Q4",173,"2",173
"1589",1589,"Gelderland","2016 Q3",165,"2",165
"1590",1590,"Gelderland","2016 Q2",155,"2",155
"1591",1591,"Gelderland","2016 Q1",152,"2",152
"1592",1592,"Gelderland","2016 Q4",147,"2",147
"1593",1593,NA,NA,NA,NA,NA
"1594",1594,"Gelderland","2017 Q3",141,"2",141
"1595",1595,NA,NA,NA,NA,NA
"1596",1596,NA,NA,NA,NA,NA
"1597",1597,NA,NA,NA,NA,NA
"1598",1598,NA,NA,NA,NA,NA
"1599",1599,"Overijssel","2017 Q3",111,"2",111
"1600",1600,"Overijssel","2017 Q2",99,"2",99
"1601",1601,"Overijssel","2016 Q4",98,"2",98
"1602",1602,"Overijssel","2017 Q1",96,"2",96
"1603",1603,"Overijssel","2016 Q2",92,"2",92
"1604",1604,NA,NA,NA,NA,NA
"1605",1605,"Overijssel","2016 Q1",83,"2",83
"1606",1606,"Overijssel","2016 Q3",83,"2",83
"1607",1607,NA,NA,NA,NA,NA
"1608",1608,NA,NA,NA,NA,NA
"1609",1609,"Overijssel","2017 Q4",65,"2",65
"1610",1610,NA,NA,NA,NA,NA
"1611",1611,NA,NA,NA,NA,NA
"1612",1612,"Limburg","2017 Q3",90,"2",90
"1613",1613,"Limburg","2017 Q1",75,"2",75
"1614",1614,NA,NA,NA,NA,NA
"1615",1615,"Limburg","2016 Q2",68,"2",68
"1616",1616,"Limburg","2017 Q4",67,"2",67
"1617",1617,"Limburg","2016 Q1",63,"2",63
"1618",1618,"Limburg","2016 Q3",61,"2",61
"1619",1619,NA,NA,NA,NA,NA
"1620",1620,"Limburg","2017 Q2",56,"2",56
"1621",1621,NA,NA,NA,NA,NA
"1622",1622,"Limburg","2016 Q4",53,"2",53
"1623",1623,NA,NA,NA,NA,NA
"1624",1624,NA,NA,NA,NA,NA
"1625",1625,NA,NA,NA,NA,NA
"1626",1626,"Groningen","2016 Q3",66,"2",66
"1627",1627,NA,NA,NA,NA,NA
"1628",1628,"Groningen","2017 Q2",57,"2",57
"1629",1629,NA,NA,NA,NA,NA
"1630",1630,"Groningen","2016 Q4",56,"2",56
"1631",1631,"Groningen","2017 Q1",45,"2",45
"1632",1632,"Groningen","2016 Q1",44,"2",44
"1633",1633,"Groningen","2017 Q3",44,"2",44
"1634",1634,"Groningen","2016 Q2",38,"2",38
"1635",1635,"Groningen","2017 Q4",37,"2",37
"1636",1636,NA,NA,NA,NA,NA
"1637",1637,NA,NA,NA,NA,NA
"1638",1638,NA,NA,NA,NA,NA
"1639",1639,NA,NA,NA,NA,NA
"1640",1640,"Friesland","2017 Q3",54,"2",54
"1641",1641,"Friesland","2017 Q2",51,"2",51
"1642",1642,"Friesland","2016 Q3",49,"2",49
"1643",1643,"Friesland","2016 Q2",44,"2",44
"1644",1644,NA,NA,NA,NA,NA
"1645",1645,"Friesland","2017 Q4",41,"2",41
"1646",1646,"Friesland","2016 Q4",37,"2",37
"1647",1647,"Friesland","2016 Q1",36,"2",36
"1648",1648,NA,NA,NA,NA,NA
"1649",1649,"Friesland","2017 Q1",27,"2",27
"1650",1650,NA,NA,NA,NA,NA
"1651",1651,"Flevoland","2017 Q3",57,"2",57
"1652",1652,"Flevoland","2017 Q1",52,"2",52
"1653",1653,NA,NA,NA,NA,NA
"1654",1654,"Flevoland","2017 Q2",39,"2",39
"1655",1655,NA,NA,NA,NA,NA
"1656",1656,"Flevoland","2016 Q3",34,"2",34
"1657",1657,"Flevoland","2017 Q4",33,"2",33
"1658",1658,"Flevoland","2016 Q2",32,"2",32
"1659",1659,"Flevoland","2016 Q1",31,"2",31
"1660",1660,"Flevoland","2016 Q4",29,"2",29
"1661",1661,NA,NA,NA,NA,NA
"1662",1662,NA,NA,NA,NA,NA
"1663",1663,NA,NA,NA,NA,NA
"1664",1664,"Zeeland","2017 Q2",35,"2",35
"1665",1665,"Zeeland","2016 Q1",31,"2",31
"1666",1666,"Zeeland","2016 Q2",31,"2",31
"1667",1667,"Zeeland","2016 Q4",31,"2",31
"1668",1668,NA,NA,NA,NA,NA
"1669",1669,"Zeeland","2017 Q4",28,"2",28
"1670",1670,"Zeeland","2016 Q3",23,"2",23
"1671",1671,"Zeeland","2017 Q1",23,"2",23
"1672",1672,NA,NA,NA,NA,NA
"1673",1673,NA,NA,NA,NA,NA
"1674",1674,NA,NA,NA,NA,NA
"1675",1675,"Zeeland","2017 Q3",18,"2",18
"1676",1676,NA,NA,NA,NA,NA
"1677",1677,NA,NA,NA,NA,NA
"1678",1678,"Drenthe","2017 Q1",23,"2",23
"1679",1679,"Drenthe","2016 Q3",22,"2",22
"1680",1680,NA,NA,NA,NA,NA
"1681",1681,NA,NA,NA,NA,NA
"1682",1682,"Drenthe","2016 Q1",18,"2",18
"1683",1683,"Drenthe","2016 Q2",18,"2",18
"1684",1684,"Drenthe","2017 Q2",18,"2",18
"1685",1685,"Drenthe","2016 Q4",16,"2",16
"1686",1686,"Drenthe","2017 Q3",15,"2",15
"1687",1687,"Drenthe","2017 Q4",15,"2",15
"1688",1688,NA,NA,NA,NA,NA
"1689",1689,NA,NA,NA,NA,NA
"1690",1690,"Noord Brabant","2017 Q2",487,"18",487
"1691",1691,"Noord Brabant","2017 Q3",395,"18",395
"1692",1692,"Noord Brabant","2017 Q4",324,"18",324
"1693",1693,"Noord Brabant","2016 Q3",315,"18",315
"1694",1694,"Noord Brabant","2017 Q1",289,"18",289
"1695",1695,"Noord Brabant","2016 Q4",230,"18",230
"1696",1696,NA,NA,NA,NA,NA
"1697",1697,"Noord Brabant","2016 Q2",220,"18",220
"1698",1698,NA,NA,NA,NA,NA
"1699",1699,"Noord Brabant","2016 Q1",112,"18",112
"1700",1700,NA,NA,NA,NA,NA
"1701",1701,NA,NA,NA,NA,NA
"1702",1702,NA,NA,NA,NA,NA
"1703",1703,"Gelderland","2017 Q3",331,"18",331
"1704",1704,"Gelderland","2017 Q2",303,"18",303
"1705",1705,"Gelderland","2017 Q4",224,"18",224
"1706",1706,"Gelderland","2016 Q3",174,"18",174
"1707",1707,"Gelderland","2017 Q1",142,"18",142
"1708",1708,NA,NA,NA,NA,NA
"1709",1709,"Gelderland","2016 Q4",119,"18",119
"1710",1710,"Gelderland","2016 Q2",109,"18",109
"1711",1711,NA,NA,NA,NA,NA
"1712",1712,"Gelderland","2016 Q1",83,"18",83
"1713",1713,NA,NA,NA,NA,NA
"1714",1714,NA,NA,NA,NA,NA
"1715",1715,NA,NA,NA,NA,NA
